drug1,drug2,text,interacts,type
DDI-DrugBank.d133.s2.e0,DDI-DrugBank.d133.s2.e1,Excessive neuromuscular weakness may be exacerbated by administration of another drug1 prior to the resolution of the effects of a previously administered drug2,True,effect
DDI-DrugBank.d477.s0.e0,DDI-DrugBank.d477.s0.e1,Hypertensive crises have resulted when drug1 have been used concomitantly within14 days following use of drug2,True,effect
DDI-DrugBank.d477.s1.e0,DDI-DrugBank.d477.s1.e1,drug1 should not be used concomitantly with other drug2,True,advise
DDI-DrugBank.d477.s2.e0,DDI-DrugBank.d477.s2.e1,drug1 may decrease the hypotensive effect of drug2,True,effect
DDI-DrugBank.d477.s3.e0,DDI-DrugBank.d477.s3.e1,drug1 may enhance the effects of drug2,True,effect
DDI-DrugBank.d477.s5.e0,DDI-DrugBank.d477.s5.e1,drug1 agents decrease blood levels and increase excretion of drug2,True,mechanism
DDI-DrugBank.d322.s0.e0,DDI-DrugBank.d322.s0.e1,"drug1, drug2, and drug0 may increase anticholinergic effect of drug0",False, 
DDI-DrugBank.d322.s0.e0,DDI-DrugBank.d322.s0.e2,"drug1, drug0, and drug2 may increase anticholinergic effect of drug0",False, 
DDI-DrugBank.d322.s0.e0,DDI-DrugBank.d322.s0.e3,"drug1, drug0, and drug0 may increase anticholinergic effect of drug2",True,effect
DDI-DrugBank.d322.s0.e1,DDI-DrugBank.d322.s0.e3,"drug0, drug1, and drug0 may increase anticholinergic effect of drug2",True,effect
DDI-DrugBank.d322.s0.e2,DDI-DrugBank.d322.s0.e3,"drug0, drug0, and drug1 may increase anticholinergic effect of drug2",True,effect
DDI-DrugBank.d322.s1.e0,DDI-DrugBank.d322.s1.e1,"drug1 may decrease the effect of drug2, drug0, and drug0",True,effect
DDI-DrugBank.d322.s1.e0,DDI-DrugBank.d322.s1.e2,"drug1 may decrease the effect of drug0, drug2, and drug0",True,effect
DDI-DrugBank.d322.s1.e0,DDI-DrugBank.d322.s1.e3,"drug1 may decrease the effect of drug0, drug0, and drug2",True,effect
DDI-DrugBank.d322.s1.e1,DDI-DrugBank.d322.s1.e2,"drug0 may decrease the effect of drug1, drug2, and drug0",False, 
DDI-DrugBank.d322.s1.e1,DDI-DrugBank.d322.s1.e3,"drug0 may decrease the effect of drug1, drug0, and drug2",False, 
DDI-DrugBank.d351.s0.e0,DDI-DrugBank.d351.s0.e1,"drug1: As with other drug2, renal excretion of drug0 is inhibited by drug0 and resulted in an approximate 80% increase in the AUC for drug0",False, 
DDI-DrugBank.d351.s0.e0,DDI-DrugBank.d351.s0.e2,"drug1: As with other drug0, renal excretion of drug2 is inhibited by drug0 and resulted in an approximate 80% increase in the AUC for drug0",False, 
DDI-DrugBank.d351.s0.e1,DDI-DrugBank.d351.s0.e3,"drug0: As with other drug1, renal excretion of drug0 is inhibited by drug2 and resulted in an approximate 80% increase in the AUC for drug0",True,mechanism
DDI-DrugBank.d351.s0.e2,DDI-DrugBank.d351.s0.e3,"drug0: As with other drug0, renal excretion of drug1 is inhibited by drug2 and resulted in an approximate 80% increase in the AUC for drug0",True,mechanism
DDI-DrugBank.d123.s0.e0,DDI-DrugBank.d123.s0.e1,"Some drug1, including drug2, have also been shown to interfere with the metabolism of drug0",False, 
DDI-DrugBank.d123.s0.e0,DDI-DrugBank.d123.s0.e2,"Some drug1, including drug0, have also been shown to interfere with the metabolism of drug2",True,mechanism
DDI-DrugBank.d123.s0.e1,DDI-DrugBank.d123.s0.e2,"Some drug0, including drug1, have also been shown to interfere with the metabolism of drug2",True,mechanism
DDI-DrugBank.d123.s2.e0,DDI-DrugBank.d123.s2.e1,"Some drug1, including drug2, have been associated with transient elevations in serum creatinine in patients receiving drug0",False, 
DDI-DrugBank.d123.s2.e0,DDI-DrugBank.d123.s2.e2,"Some drug1, including drug0, have been associated with transient elevations in serum creatinine in patients receiving drug2",True,effect
DDI-DrugBank.d123.s2.e1,DDI-DrugBank.d123.s2.e2,"Some drug0, including drug1, have been associated with transient elevations in serum creatinine in patients receiving drug2",True,effect
DDI-DrugBank.d123.s3.e0,DDI-DrugBank.d123.s3.e1,drug1: The concomitant administration of drug2 with the drug0 drug0,False, 
DDI-DrugBank.d123.s3.e0,DDI-DrugBank.d123.s3.e2,drug1: The concomitant administration of drug0 with the drug2 drug0,False, 
DDI-DrugBank.d123.s3.e1,DDI-DrugBank.d123.s3.e2,drug0: The concomitant administration of drug1 with the drug2 drug0,True,effect
DDI-DrugBank.d123.s3.e1,DDI-DrugBank.d123.s3.e3,drug0: The concomitant administration of drug1 with the drug0 drug2,True,effect
DDI-DrugBank.d123.s4.e0,DDI-DrugBank.d123.s4.e1,drug1: drug2 appear to have no significant effect on the bioavailability of drug0,False, 
DDI-DrugBank.d123.s4.e0,DDI-DrugBank.d123.s4.e2,drug1: drug0 appear to have no significant effect on the bioavailability of drug2,False, 
DDI-DrugBank.d123.s5.e0,DDI-DrugBank.d123.s5.e1,"drug1 Renal tubular transport of drug2 may be inhibited by concomitant administration of drug0, potentially leading to increased plasma levels of drug0",False, 
DDI-DrugBank.d123.s5.e0,DDI-DrugBank.d123.s5.e2,"drug1 Renal tubular transport of drug0 may be inhibited by concomitant administration of drug2, potentially leading to increased plasma levels of drug0",False, 
DDI-DrugBank.d123.s5.e1,DDI-DrugBank.d123.s5.e2,"drug0 Renal tubular transport of drug1 may be inhibited by concomitant administration of drug2, potentially leading to increased plasma levels of drug0",True,mechanism
DDI-DrugBank.d123.s7.e0,DDI-DrugBank.d123.s7.e1,"Therefore, patients under drug1 therapy should be carefully monitored when concomitant drug2",True,advise
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e1,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug2, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",False, 
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e2,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug2 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e3,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug2 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e4,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug2, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e5,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug2, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e6,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug2 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e7,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug2, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e8,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug2, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e9,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug2 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e0,DDI-DrugBank.d123.s8.e10,"Multivalent Cation-Containing Products: Concurrent administration of a drug1, including drug0, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug2",False, 
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e2,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug2 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e3,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug2 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e4,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug2, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e5,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug2, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e6,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug2 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e7,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug2, drug0, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e8,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug2, or drug0 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e9,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug2 may substantially decrease the absorption of drug0",True,mechanism
DDI-DrugBank.d123.s8.e1,DDI-DrugBank.d123.s8.e10,"Multivalent Cation-Containing Products: Concurrent administration of a drug0, including drug1, with multivalent cation-containing products such as drug0 or drug0 drug0, drug0, drug0 chewable/buffered tablets or pediatric powder, or products containing drug0, drug0, or drug0 may substantially decrease the absorption of drug2",True,mechanism
DDI-DrugBank.d123.s10.e0,DDI-DrugBank.d123.s10.e1,"This time window is different than for other oral formulations of drug1, which are usually administered 2 hours before or 6 hours after drug2",True,advise
DDI-DrugBank.d123.s11.e0,DDI-DrugBank.d123.s11.e1,drug1 (but not drug2): These drugs in combination with very high doses of drug0,False, 
DDI-DrugBank.d123.s11.e0,DDI-DrugBank.d123.s11.e2,drug1 (but not drug0): These drugs in combination with very high doses of drug2,False, 
DDI-DrugBank.d123.s12.e0,DDI-DrugBank.d123.s12.e1,drug1: The rate and extent of absorption of drug2 was bioequivalent when drug0 was given alone or when drug0 was given 2 hours after drug0,False, 
DDI-DrugBank.d123.s12.e0,DDI-DrugBank.d123.s12.e2,drug1: The rate and extent of absorption of drug0 was bioequivalent when drug2 was given alone or when drug0 was given 2 hours after drug0,False, 
DDI-DrugBank.d123.s13.e0,DDI-DrugBank.d123.s13.e1,drug1 should be taken as directed and drug2,False, 
DDI-DrugBank.d123.s14.e0,DDI-DrugBank.d123.s14.e1,drug1: Altered serum levels of drug2 (increased and decreased) have been reported in patients receiving concomitant drug0,False, 
DDI-DrugBank.d123.s14.e0,DDI-DrugBank.d123.s14.e2,drug1: Altered serum levels of drug0 (increased and decreased) have been reported in patients receiving concomitant drug2,False, 
DDI-DrugBank.d123.s14.e1,DDI-DrugBank.d123.s14.e2,drug0: Altered serum levels of drug1 (increased and decreased) have been reported in patients receiving concomitant drug2,True,mechanism
DDI-DrugBank.d123.s15.e0,DDI-DrugBank.d123.s15.e1,drug1: drug2 interferes with renal tubular secretion of drug0 and produces an increase in the level of drug0,False, 
DDI-DrugBank.d123.s15.e0,DDI-DrugBank.d123.s15.e2,drug1: drug0 interferes with renal tubular secretion of drug2 and produces an increase in the level of drug0,False, 
DDI-DrugBank.d123.s15.e1,DDI-DrugBank.d123.s15.e2,drug0: drug1 interferes with renal tubular secretion of drug2 and produces an increase in the level of drug0,True,mechanism
DDI-DrugBank.d123.s15.e1,DDI-DrugBank.d123.s15.e3,drug0: drug1 interferes with renal tubular secretion of drug0 and produces an increase in the level of drug2,True,mechanism
DDI-DrugBank.d123.s16.e0,DDI-DrugBank.d123.s16.e1,"drug1: As with some other drug2, concurrent administration of drug0 with drug0 may lead to elevated serum concentrations of drug0",False, 
DDI-DrugBank.d123.s16.e0,DDI-DrugBank.d123.s16.e2,"drug1: As with some other drug0, concurrent administration of drug2 with drug0 may lead to elevated serum concentrations of drug0",False, 
DDI-DrugBank.d123.s16.e1,DDI-DrugBank.d123.s16.e3,"drug0: As with some other drug1, concurrent administration of drug0 with drug2 may lead to elevated serum concentrations of drug0",True,mechanism
DDI-DrugBank.d123.s16.e2,DDI-DrugBank.d123.s16.e3,"drug0: As with some other drug0, concurrent administration of drug1 with drug2 may lead to elevated serum concentrations of drug0",True,mechanism
DDI-DrugBank.d123.s19.e0,DDI-DrugBank.d123.s19.e1,drug1: drug2 have been reported to enhance the effects of the oral drug0 drug0,False, 
DDI-DrugBank.d123.s19.e0,DDI-DrugBank.d123.s19.e2,drug1: drug0 have been reported to enhance the effects of the oral drug2 drug0,False, 
DDI-DrugBank.d123.s19.e1,DDI-DrugBank.d123.s19.e3,drug0: drug1 have been reported to enhance the effects of the oral drug0 drug2,True,effect
